name,brand,category,price,price_source(real/danawa/estimated),claim_type,kcal,sugar_g,carb_g,protein_g,fat_g,sodium_mg,serving_size,serving_unit,sweeteners(쉼표구분),sweetener_amounts(이름:g),allergens(쉼표구분),stock,image_url,nutrition_facts_url,verification_source(제품 상세페이지 URL),_src
[롯데] 블링블링 보석캔디 13g (택4),,간식/디저트,640,real,,423,76.92,100.0,0.0,0.0,0.0,,,,,,20,https://product-image.kurly.com/product/image/bbf1391d-cbbd-436b-8702-6ccd4fff0fa7.jpg,,https://www.kurly.com/goods/1001397575,kurly
[캔디키튼스] 스웨디시 젤리 6종 (택1),,간식/디저트,12900,real,,117,21.0,29.0,0.35,0.0,70.0,,,,,-,20,https://product-image.kurly.com/product/image/b0d989ba-3150-4ed2-a640-d032b7f9f008.jpg,,https://www.kurly.com/goods/1000958113,kurly
[디어패밀리] 마누카꿀 프로폴리스 캔디 300g,,간식/디저트,26500,real,,398,79.91,98.66,0.07,0.32,3.0,,,,,,20,https://img-cf.kurly.com/shop/data/goods/1558939480271l0.jpg,,https://www.kurly.com/goods/5031489,kurly
[캔디키튼스] 스웨디시 젤리 미니 파우치 3종 (택1),,간식/디저트,5900,real,,117,21.0,29.0,0.35,0.0,70.0,,,,,-,20,https://product-image.kurly.com/product/image/a32d3f40-b17c-4598-ad5a-01a264b2c6d3.jpg,,https://www.kurly.com/goods/1000958106,kurly
[오지퀸비] 프로폴리스 마누카꿀캔디 MGO 550+ 100g,,간식/디저트,11900,real,,396,86.5,98.32,0.0,0.26,1.0,,,,,,20,https://product-image.kurly.com/product/image/12be64b7-6f4e-4f32-80a4-9a332838c0d0.jpg,,https://www.kurly.com/goods/1000929410,kurly
[뉴트리코어X쿵야] 로우슈거 식물성 멜라토닌 멜라바인*30구미+키링증정,,기타,17900,real,,347,10.22,78.49,6.09,0.99,53.0,,,,,-당알코올 함유 제품으로 과량 섭취 시 설사를 일으킬 수 있습니다.,20,https://product-image.kurly.com/product/image/e81554e9-02a7-4e06-8875-ee0888b694b0.jpg,,https://www.kurly.com/goods/1002033673,kurly
"[부르본] 알포트 미니 초콜릿 5종, 택1",,간식/디저트,3480,real,,531,35.59,59.32,8.47,28.81,153.0,,,,,- 하단 이미지 참고,20,https://product-image.kurly.com/product/image/7cf7034f-6050-44e4-9139-5ce6f198fbff.png,,https://www.kurly.com/goods/1000967306,kurly
[스톡] 리젠 초코 토피 150g,,간식/디저트,3680,real,,445,43.9,66.3,4.1,18.3,55.0,,,,,"* 우유, 대두 함유
- 이 제품은 땅콩, 헤이즐넛, 아몬드, 견과류를 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ",20,https://img-cf.kurly.com/shop/data/goods/1640667144258l0.jpg,,https://www.kurly.com/goods/5103376,kurly
[오리온] 초코파이 말차쇼콜라 408g,,음료,4800,real,,471,35.29,58.82,5.88,23.53,132.0,,,,," - 밀, 달걀, 우유, 대두, 돼지고기, 쇠고기 함유",20,https://product-image.kurly.com/product/image/fffd3660-38d1-4dfb-a72d-b08399a110d1.jpg,,https://www.kurly.com/goods/1001382646,kurly
[오리온] 톡핑 말차블라썸 43g,,간식/디저트,1440,real,,553,37.21,58.14,6.98,32.56,81.0,,,,,"- 밀, 우유, 대두 함유
* 달걀, 땅콩, 호두, 복숭아, 토마토, 돼지고기, 쇠고기, 닭고기, 오징어, 새우, 게, 조개류(굴, 홍함 포함) 혼입 가능",20,https://product-image.kurly.com/product/image/2620d07d-8929-47a9-842b-9f10ce8ad155.png,,https://www.kurly.com/goods/1002070553,kurly
[크라운] 마이쮸 토마토 120g,,간식/디저트,2160,real,,414,54.55,81.82,2.27,8.86,23.0,,,,,"- 돼지고기, 우유, 토마토 함유
* 땅콩, 대두, 밀, 복숭아 혼입 가능",20,https://product-image.kurly.com/product/image/c2e12de8-1745-4424-95d9-b811be257612.jpg,,https://www.kurly.com/goods/1002369661,kurly
[롯데] 말랑카우 밀크 158g,,음료,3900,real,,100,9.71,13.71,1.71,4.0,46.0,,,,,"-우유,돼지고기,대두함유
-복숭아,땅콩 혼입 가능",20,https://img-cf.kurly.com/shop/data/goods/1622003380892l0.jpg,,https://www.kurly.com/goods/5071403,kurly
[롯데] 말랑카우 딸기 158g,,간식/디저트,4400,real,,430,56.46,74.68,3.8,12.66,114.0,,,,,"- 우유, 돼지고기, 대두 함유
* 복숭아, 땅콩 혼입 가능",20,https://product-image.kurly.com/product/image/28c40112-5581-49fb-af09-4680191429f2.jpg,,https://www.kurly.com/goods/1001397567,kurly
[센자쿠] 바다의 소다향 캔디 76g,,간식/디저트,3000,real,,295,58.0,73.0,0.0,0.1,280.0,,,,,"- 대두, 우유 함유
* 본 제품은 계란, 밀을 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ",20,https://product-image.kurly.com/product/image/a1444311-5b66-4114-82e5-e8eb04e5740a.jpg,,https://www.kurly.com/goods/1002373740,kurly
[오리온] 초코송이 말차케이크 144g,,간식/디저트,2720,real,,538,37.78,60.0,4.44,31.11,178.0,,,,,"- 밀, 우유, 대두, 쇠고기 함유
*달걀, 땅콩, 호두, 복숭아, 토마토, 돼지고기, 닭고기, 오징어, 새우, 게, 조개류(굴, 홍합 포함) 혼입 가능",20,https://product-image.kurly.com/product/image/4166d41d-b408-4259-b698-a56e9a96af8a.png,,https://www.kurly.com/goods/1001599390,kurly
[스톡] 리젠 초코토피 메가팩 900g,,간식/디저트,16980,real,,445,43.9,66.3,4.1,18.3,55.0,,,,,"- 밀, 우유, 대두 함유
- 땅콩, 잣, 호두 혼입가능성 있음",20,https://product-image.kurly.com/product/image/1bc09f47-b84a-4055-83a2-e2b6b0244a69.jpg,,https://www.kurly.com/goods/1000500342,kurly
[미카쿠토] 토쿠노 밀크 소프트 캔디 2종 (택1),,음료,2380,real,,390,60.0,89.0,3.0,2.5,100.0,,,,,"- 공통 : 우유, 돼지고기 함유 
",20,https://product-image.kurly.com/product/image/231f20ed-6f1a-4ca4-adc8-9d10c74ccb6b.jpg,,https://www.kurly.com/goods/1001793051,kurly
[롯데] 미니 가나 마일드 175g,,간식/디저트,6800,real,,560,51.0,55.0,9.0,34.0,80.0,,,,,"- 우유, 대두 함유
- 밀, 달걀, 땅콩, 돼지고기, 소고기 혼입 가능",20,https://product-image.kurly.com/product/image/317fe688-f0da-4a19-8d62-6211c3edfb2f.jpg,,https://www.kurly.com/goods/1000339543,kurly
[롯데] 카스타드 Cake 말차&딸기 288g,,간식/디저트,4760,real,,429,2.45,52.67,4.9,21.15,102.0,,,,,"- 달걀, 밀, 대두, 우유 함유",20,https://product-image.kurly.com/product/image/b88453e8-970f-40f1-a0c9-07013afb00bd.png,,https://www.kurly.com/goods/1002096104,kurly
[스톡] 크노퍼스 웨이퍼 미니 9.6g X 20입,,간식/디저트,7680,real,,540,34.6,51.3,9.2,33.2,230.0,,,,,"- 밀, 우유, 대두, 땅콩 함유
 - 잣, 호두, 계란 혼입가능성 있음",20,https://product-image.kurly.com/product/image/5533c124-ecc6-4d19-b5d2-402629027744.jpg,,https://www.kurly.com/goods/1000499715,kurly
[마요라] 코피코 커피캔디 지퍼백 2종 (택1),,음료,4260,real,,455,67.0,89.0,0.0,11.0,110.0,,,,,"- 우유, 대두 함유",20,https://product-image.kurly.com/product/image/2c335e8a-59ab-4bc5-8004-2b4c462fae0d.jpg,,https://www.kurly.com/goods/1000620612,kurly
[마즈] 초코 펀사이즈 믹스 3 버라이어티팩 750g,,간식/디저트,24700,real,,356,21.14,34.82,4.34,22.22,167.0,,,,,"1. 스니커즈 땅콩 펀사이즈
- 땅콩, 우유, 대두, 계란 함유
2. 엠 엔 엠즈 밀크
- 우유, 대두 함유
3. 몰티져스 밀크
-우유, 대두, 밀 함유",20,https://product-image.kurly.com/product/image/028be0b7-3d36-454d-a861-93dbc239d648.jpg,,https://www.kurly.com/goods/1001443799,kurly
[스톡] 웨더스 오리지날 팝콘 140g,,간식/디저트,5380,real,,424,71.56,86.89,0.33,8.44,410.0,,,,,"- 밀, 우유, 대두 함유",20,https://product-image.kurly.com/product/image/a6dd5a9b-7354-4b9e-8708-2bdb07763425.jpg,,https://www.kurly.com/goods/1000361207,kurly
[롯데] 말랑카우 빠삐코맛 158g,,간식/디저트,4680,real,,430,55.06,73.42,4.43,13.29,291.0,,,,,"- 우유, 돼지고기, 대두 포함
* 복숭아, 땅콩 혼입 가능",20,https://product-image.kurly.com/product/image/9c65d4ae-a4f3-47f8-b8b3-55b150e9f81d.jpg,,https://www.kurly.com/goods/1001479539,kurly
[크라운] 죠리퐁 마시멜로 195g (39g x 5팩),,간식/디저트,3780,real,,436,35.9,76.92,7.69,12.05,154.0,,,,,"-밀, 우유, 대두, 돼지고기, 땅콩 함유",20,https://img-cf.kurly.com/shop/data/goods/1625031678633l0.jpg,,https://www.kurly.com/goods/5077458,kurly
[떼르드글라스] 유기농 떼글이 달고나 (15g x 6개),,간식/디저트,10800,real,,400,86.67,93.33,0.0,0.0,0.0,,,,,,20,https://img-cf.kurly.com/shop/data/goods/1658473849529l0.jpg,,https://www.kurly.com/goods/5159610,kurly
[워커비]허니 얼그레이 카라멜,,기타,3000,real,,404,32.0,78.0,4.4,16.0,256.0,,,,,"*특이체질, 알레르기 체질의 경우에는 개인에 따라 과민 반응을 나타낼 수 있으므로 원료를 확인 후 섭취 바랍니다.",20,https://product-image.kurly.com/product/image/15f6c291-db5a-4b3d-97bd-68bcf41d6271.jpg,,https://www.kurly.com/goods/1001970561,kurly
[롯데] 목캔디 믹스베리 파우치 217g,,간식/디저트,4400,real,,395,76.32,97.37,0.0,0.0,39.0,,,,,"*우유, 대두, 복숭아, 땅콩, 돼지고기 혼입 가능",20,https://product-image.kurly.com/product/image/50054537-58b9-45e8-942b-ae33183b32e6.jpg,,https://www.kurly.com/goods/1001397571,kurly
[수세레] 빅 마시멜로우 100g ,,간식/디저트,1380,real,,336,35.0,80.0,4.0,0.0,40.0,,,,,- 쇠고기 함유,20,https://product-image.kurly.com/product/image/788d3ae4-e793-4b7f-991a-caeac2ec1074.jpg,,https://www.kurly.com/goods/1001945370,kurly
[롯데] 말랑카우 초코볼젤리 초코우유 134g,,간식/디저트,5100,real,,458,56.93,65.61,6.53,18.75,44.0,,,,,"- 우유, 대두, 돼지고기 함유
* 알류, 땅콩, 밀, 복숭아, 토마토, 닭고기, 쇠고기 혼입 가능",20,https://product-image.kurly.com/product/image/211cd7c5-4ba2-41cb-9c2b-cd9f9ec3d1d7.png,,https://www.kurly.com/goods/1002042327,kurly
[휘태커스] 미니슬랩 페퍼민트 다크초콜릿 180g,,간식/디저트,12500,real,,547,52.0,61.33,6.0,30.67,13.0,,,,,- 대두 함유,20,https://product-image.kurly.com/product/image/32e8fe85-d491-405c-a0a1-082b91bca47c.jpg,,https://www.kurly.com/goods/1000481375,kurly
[앤디스] 크림 민트 초콜릿 132g,,간식/디저트,4110,real,,571,54.0,57.0,5.0,33.0,40.0,,,,,,20,https://product-image.kurly.com/product/image/aac4df48-9014-4999-8768-808f5f288024.jpg,,https://www.kurly.com/goods/1001793065,kurly
[마즈] 트윅스 미니스 초코바 990g,,간식/디저트,21900,real,,495,50.0,65.0,5.0,24.0,160.0,,,,,"-밀, 우유, 대두 함유
* 이 제품은 땅콩을 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",20,https://img-cf.kurly.com/shop/data/goods/1623392769435l0.jpg,,https://www.kurly.com/goods/5074069,kurly
[해태] 에이스 씬 솔티카라멜 291g,,간식/디저트,3980,real,,500,13.33,66.67,6.67,23.33,433.0,,,,,"- 밀, 쇠고기, 우유, 대두 함유
* 이 제품은 계란, 땅콩, 토마토를 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ",20,https://product-image.kurly.com/product/image/3879d8e1-1f94-4cff-aa78-06a29e39a000.png,,https://www.kurly.com/goods/1002110078,kurly
[네이처오다] 달칩 초코샌드 세트 (4박스 x 4개입),,간식/디저트,10400,real,,458,16.67,75.0,7.5,13.33,125.0,,,,,"- 우유, 대두
* 이 제품은 대두를 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ",20,https://product-image.kurly.com/product/image/6fd85117-332a-455a-8d73-69141a6cc8d7.jpg,,https://www.kurly.com/goods/5153245,kurly
[롯데] 사랑방 동결건조 캔디,,간식/디저트,2700,real,,422,76.0,92.0,0.0,6.0,52.0,,,,,,20,https://product-image.kurly.com/product/image/36c885ac-6efa-4d93-9f1a-3009695f3e48.jpg,,https://www.kurly.com/goods/1001592415,kurly
[앤디스] 민트 파르페 초콜릿 132g,,간식/디저트,4110,real,,571,56.0,59.0,5.0,35.0,55.0,,,,,"- 우유, 대두 함유",20,https://product-image.kurly.com/product/image/c881d2df-d061-461d-95da-69259b5f4945.jpg,,https://www.kurly.com/goods/1001793063,kurly
[빙그레] 붕어싸만코 말차 (150mL X 5개),,간식/디저트,7000,real,,145,16.67,25.34,2.0,4.0,43.0,,,,,"- 우유, 대두, 밀 함유",20,https://product-image.kurly.com/product/image/3b65334f-ae63-45da-856a-2b4f51a69d86.jpg,,https://www.kurly.com/goods/1001762237,kurly
[무료배송][몽슈슈] 몬테카를로 깔루아밀크 (40g X 5개),,음료,20000,real,,325,30.0,47.5,7.5,12.5,58.0,,,,,"- 계란, 우유, 대두, 밀, 아황산류 함유
- 돼지고기, 쇠고기, 복숭아, 호두를 사용한 제품과 같은 제조시설에서 제조.",20,https://product-image.kurly.com/product/image/72752fe3-e48f-4ebb-af8b-3e84cc72bd5d.jpg,,https://www.kurly.com/goods/5123011,kurly
[마즈] 엠앤엠즈 밀크 픽앤믹스 337.5g (25입),,음료,15300,real,,475,65.0,70.0,5.0,19.0,75.0,,,,,"-우유, 밀, 대두 함유
* 이 제품은 땅콩을 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",20,https://img-cf.kurly.com/shop/data/goods/1623646030707l0.jpg,,https://www.kurly.com/goods/5074167,kurly
[슈퍼말차] 슈퍼보리 스윗 포켓 (5g X 10개),,음료,7900,real,,125,0.6,95.6,2.2,0.2,13.0,,,,,,20,https://product-image.kurly.com/product/image/b03f1723-522e-4c67-bd7b-cff7680c5439.jpg,,https://www.kurly.com/goods/1002358047,kurly
[오리온] 꼬북칩 말차초코맛 104g,,간식/디저트,1980,real,,600,23.33,53.33,6.67,40.0,300.0,,,,,"- 밀, 우유, 대두 함유
* 달걀, 땅콩, 호두, 복숭아, 토마토, 돼지고기, 쇠고기, 닭고기, 오징어, 새우, 게, 고등어, 조개류(굴, 홍합 포함) 혼입 가능",20,https://product-image.kurly.com/product/image/2d0ee4c1-abf5-481d-8392-aa51d3d60c67.png,,https://www.kurly.com/goods/1002070482,kurly
[롯데] 빼빼로 더블리치 솔티바닐라 40g,,간식/디저트,2150,real,,550,40.0,62.5,7.0,30.0,275.0,,,,,"- 우유, 대두, 땅콩, 밀 함유
* 달걀, 돼지고기, 아황산류, 쇠고기 혼입 가능",20,https://product-image.kurly.com/product/image/384f49b7-f31c-4080-aa18-c4629d9510ed.jpg,,https://www.kurly.com/goods/1002041918,kurly
[오리온] 초코칩쿠키 말차라떼맛 256g,,음료,3440,real,,498,27.0,69.0,6.0,22.0,220.0,,,,,"- 밀, 달걀, 우유, 대두, 쇠고기 함유
* 땅콩, 호두, 복숭아, 토마토, 돼지고기, 닭고기, 오징어, 새우, 게, 조개류(굴, 홍함 포함) 혼입 가능",20,https://product-image.kurly.com/product/image/6bc569d4-0aae-4549-b23d-891609a3c435.png,,https://www.kurly.com/goods/1002070555,kurly
[롯데] 프리미엄 몽쉘 생크림케이크 말차&딸기 444g,,간식/디저트,7600,real,,276,13.0,21.0,3.0,20.0,33.0,,,,,"- 밀, 대두, 우유, 달걀, 쇠고기 함유
* 돼지고기, 땅콩, 아황산류 혼입 가능",20,https://product-image.kurly.com/product/image/001499ec-de4f-4b5c-9a9b-6839f7613818.jpg,,https://www.kurly.com/goods/1002041916,kurly
[카바야] 사쿠사쿠 팬더 패밀리팩 85g,,간식/디저트,6780,real,,553,35.29,57.65,7.06,32.94,171.0,,,,,"- 밀, 우유, 계란, 대두 함유",20,https://product-image.kurly.com/product/image/db1e2f46-c3c8-4ecf-a71d-84f246e667b9.jpg,,https://www.kurly.com/goods/1000757571,kurly
[롯데] 몽쉘 생크림케이크 말차&딸기 408g,,간식/디저트,7600,real,,276,13.0,21.0,3.0,20.0,33.0,,,,,"- 밀, 대두, 우유, 달걀, 쇠고기 함유
*돼지고기, 땅콩, 아황산류 혼입 가능",20,https://product-image.kurly.com/product/image/0294e945-7a38-4873-882e-a55d59ff2d45.jpg,,https://www.kurly.com/goods/1001592413,kurly
[킷캣] 초콜릿 웨이퍼 태블릿 3종 (택1),,간식/디저트,6480,real,,488,23.0,62.0,6.0,24.0,132.0,,,,,"- 공통 : 밀, 우유 함유 
* 공통 : 이 제품은 알레르기 발생 가능성이 있는 대두를 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ",20,https://product-image.kurly.com/product/image/38edc5c1-6acd-46c6-9d11-c76aaa88afb0.jpg,,https://www.kurly.com/goods/1001729376,kurly
[크라운] 쿠크다스 말차 289g,,간식/디저트,5680,real,,537,39.0,62.0,7.0,29.0,230.0,,,,,,20,https://product-image.kurly.com/product/image/cdbcd594-40e8-4125-b348-5bb68d7186c7.jpg,,https://www.kurly.com/goods/1001724878,kurly
[롯데] 드림카카오 말차 86g,,간식/디저트,4250,real,,570,46.3,53.43,6.77,35.07,11.0,,,,,"- 우유, 대두 함유
* 밀, 돼지고기, 땅콩 혼입 가능",20,https://product-image.kurly.com/product/image/93236593-a4aa-4ae6-a327-d8559d388e99.png,,https://www.kurly.com/goods/1002071358,kurly
[이토] 미타라시 당고모찌 170g,,간식/디저트,4900,real,,308,50.0,76.0,1.0,0.0,143.0,,,,,"- 대두, 밀, 돼지고기, 우유 함유",20,https://product-image.kurly.com/product/image/4caf7d37-0ded-41d7-8cde-4580e97ce57a.jpg,,https://www.kurly.com/goods/1000631363,kurly
[오리온] 과일꿀꺽 왕꿈틀이 210g,,간식/디저트,2990,real,,315,66.67,73.33,5.33,0.0,120.0,,,,,"- 우유, 복숭아, 돼지고기 함유",20,https://product-image.kurly.com/product/image/f1340931-5269-4260-a5f2-de542a23e787.jpg,,https://www.kurly.com/goods/1001382644,kurly
[떼르드글라스] 떼글이 초콜릿 (18g x 4개),,간식/디저트,12800,real,,528,33.33,50.0,5.56,38.89,0.0,,,,,"- 우유, 대두 함유
* 이 제품은 계란, 토마토, 돼지고기, 땅콩, 게, 호두, 밀을 사용한 제품과 같은 제조 시설에서 제조하고 있습니다. ",20,https://img-cf.kurly.com/shop/data/goods/1658472407797l0.jpg,,https://www.kurly.com/goods/5159609,kurly
[롯데] 마가렛트 호두과자맛 352g,,간식/디저트,5950,real,,436,27.27,54.55,4.55,22.27,318.0,,,,,"- 밀, 달걀, 우유, 대두, 쇠고기, 호두 함유",20,https://product-image.kurly.com/product/image/1466b6a1-2047-4d35-95c7-9845ee13e1ba.jpg,,https://www.kurly.com/goods/1002192029,kurly
[네이처오다] 달칩 초코샌드 20개입 (12g x 20개입),,간식/디저트,12800,real,,458,16.67,75.0,7.5,13.33,125.0,,,,,"- 우유, 대두
* 이 제품은 대두를 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ",20,https://img-cf.kurly.com/shop/data/goods/1657102609435l0.jpg,,https://www.kurly.com/goods/5153247,kurly
[마즈] 몰티져스 트뤼플 200g,,간식/디저트,11000,real,,560,49.0,54.0,7.0,35.0,160.0,,,,,"- 밀, 우유, 대두 함유 ",20,https://product-image.kurly.com/product/image/d5bc1f0d-dfad-412b-b89e-52c8523ccd9c.jpg,,https://www.kurly.com/goods/1001029434,kurly
[꼬모쎔쁘레] 시그니처 초콜릿 2종,,간식/디저트,20400,real,,481,42.86,78.57,2.38,19.05,79.0,,,,,"- 대두, 우유 포함
* 밀, 계란, 땅콩, 쇠고기 혼입 가능",20,https://product-image.kurly.com/product/image/24ddabb2-2d9a-4516-a40a-b3fd0abf1417.jpg,,https://www.kurly.com/goods/1001543373,kurly
[하리보] 윈터 딜라이트 980g,,기타,18480,real,저당류,333,41.67,75.0,8.33,0.0,42.0,,,,,"- 밀, 돼지고기 함유
* 이 제품은 우유, 토마토, 복숭아, 대두를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",20,https://product-image.kurly.com/product/image/22ed4697-08ba-42eb-bdd3-2406dd130dd5.jpg,,https://www.kurly.com/goods/1001717886,kurly
[앤디스] 민트 쿠키 크런치 초콜릿 132g,,간식/디저트,5480,real,,557,56.0,60.0,5.0,33.0,75.0,,,,,"- 우유, 대두 함유",20,https://product-image.kurly.com/product/image/e8a06ab1-f606-4ae0-912d-125583ffce50.jpg,,https://www.kurly.com/goods/1001793067,kurly
[스위스미스] 마시멜로 러버스 핫 코코아 믹스 (34g X 8개),,음료,8980,real,,380,72.5,80.0,15.0,0.0,288.0,,,,,"- 우유, 돼지고기 함유
",20,https://product-image.kurly.com/product/image/e27e2bbf-3f68-4351-8d99-0587fe9c72d9.jpg,,https://www.kurly.com/goods/1000910119,kurly
[티젠] 식물성 멜라토닌 루이보스향 멜라티 (2g X 10개),,음료,6540,real,,347,10.22,78.49,6.09,0.99,53.0,,,,,,20,https://product-image.kurly.com/product/image/c1a60747-0695-4d7a-a3e8-a152077b86ba.jpg,,https://www.kurly.com/goods/1001438219,kurly
[맛의고수] 이게약과지 호박약과 (40g X 10개),,간식/디저트,5990,real,,400,17.5,72.5,2.5,9.25,43.0,,,,,"- 밀 함유
- 밀, 대두, 계란 혼입가능",20,https://product-image.kurly.com/product/image/faa853de-f1a9-42c0-9e2d-2c4b43559a13.jpg,,https://www.kurly.com/goods/1000033195,kurly
[청년제과] 말랑말랑 인절미 꿀오랑 (26g X 10개),,간식/디저트,16350,real,,470,23.23,61.37,8.77,21.04,156.0,,,,,"- 대두, 밀, 우유 함유
- 대두, 밀, 우유, 땅콩 혼입가능",20,https://img-cf.kurly.com/shop/data/goods/1652247758198l0.jpg,,https://www.kurly.com/goods/5136072,kurly
[청년제과] 말랑말랑 흑임자 꿀오랑 (26g X 10개),,간식/디저트,16350,real,,473,22.17,65.82,8.35,20.97,164.0,,,,,"- 밀, 우유, 대두 함유
- 대두, 밀, 우유, 땅콩 혼입가능",20,https://img-cf.kurly.com/shop/data/goods/1652247725322l0.jpg,,https://www.kurly.com/goods/5136073,kurly
[선물세트] 공덕농협 군고구마양갱 선물세트,,간식/디저트,23500,real,,288,40.0,70.0,0.0,0.0,0.0,,,,,"- 계란, 우유, 땅콩, 대두, 밀, 돼지고기, 복숭아, 호두, 아황산류, 오징어, 쇠고기, 잣 혼입가능",20,https://product-image.kurly.com/product/image/a9eb2384-a04b-4577-89a3-5ff9978360c2.jpg,,https://www.kurly.com/goods/1000074278,kurly
[더오담] 한입 현미 강정 100g,,간식/디저트,2900,real,,381,20.7,87.83,4.3,2.82,9.0,,,,,"-대두 함유
*이 제품은 밀, 닭고기, 토마토, 땅콩, 우유를 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ",20,https://img-cf.kurly.com/shop/data/goods/159462193181l0.jpg,,https://www.kurly.com/goods/5054020,kurly
[올가] 한입에 쏙 우리밀 꼬마약과 2종 (택1),,간식/디저트,5800,real,,439,10.0,71.0,5.0,15.0,95.0,,,,,"- 밀 함유
* 달걀, 메추리알, 우유, 메밀, 땅콩, 대두, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 호두, 닭고기, 쇠고기, 오징어, 조개류(굴, 전복, 홍합 포함), 잣 혼입가능",20,https://product-image.kurly.com/product/image/6e1a72bc-b5e3-46bf-a68d-bd540676b683.jpg,,https://www.kurly.com/goods/1000850016,kurly
[미송당] 우리쌀 현미강정 500g 2종 (택1),,간식/디저트,9900,real,,357,8.0,80.0,5.0,2.0,39.0,,,,,"땅콩톡톡 우리쌀 현미강정
- 땅콩 함유
- 이 제품은 계란, 땅콩, 토마토, 돼지고기, 게, 호두를 사용한 제품과 같은시설에서 제조

아몬드톡톡 우리쌀 현미강정
- 아몬드 함유
- 이 제품은 계란, 땅콩, 토마토, ",20,https://product-image.kurly.com/product/image/58cb32e8-8e7f-4681-82ff-6177fcf30d8f.jpg,,https://www.kurly.com/goods/1001942811,kurly
[밀레의 공방] 페스츄리 약과 200g,,간식/디저트,8980,real,,498,21.0,66.0,5.0,24.0,7.0,,,,,"- 밀, 대두 함유
- 대두, 밀, 아몬드, 잣 혼입가능",20,https://product-image.kurly.com/product/image/0f9c4918-70cf-445d-8163-0779263e763a.jpg,,https://www.kurly.com/goods/1000017173,kurly
[키친고메] 굳지 않는 오색 꿀방울떡 1kg,,간식/디저트,10900,real,,230,10.0,53.0,3.0,0.5,340.0,,,,,"- 대두, 밀 함유
- 호두, 땅콩, 알류(달걀) 우유 혼입가능",20,https://product-image.kurly.com/product/image/571c8a75-fd2e-4d70-83a6-66e0cd327dc1.jpg,,https://www.kurly.com/goods/1000200844,kurly
[키친고메] 굳지 않는 오색 앙금 구슬떡 1kg,,간식/디저트,10900,real,,215,7.0,48.0,4.0,0.6,340.0,,,,,"- 대두, 밀 함유
- 호두, 땅콩, 알류(달걀), 우유 혼입가능",20,https://product-image.kurly.com/product/image/58857c77-8a69-42ed-b874-caf8f73de91d.jpg,,https://www.kurly.com/goods/1000200842,kurly
[사토제과] 아주끼 모나카,,간식/디저트,6980,real,,327,48.48,75.76,6.06,0.0,15.0,,,,,,20,https://img-cf.kurly.com/shop/data/goods/1630303587206l0.jpg,,https://www.kurly.com/goods/5081428,kurly
[올가] 현미 국산쑥 모나카 (13g X 8개),,간식/디저트,5300,real,,346,43.27,81.73,3.46,0.77,10.0,,,,,"* 우유, 메밀, 땅콩, 대두, 밀, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 아황산류, 호두, 닭고기, 쇠고기, 오징어, 잣, 알류, 조개류(굴, 전복, 홍합 포함) 혼입가능",20,https://product-image.kurly.com/product/image/7c2d350d-1977-4a05-9b74-e231367ffdeb.jpg,,https://www.kurly.com/goods/1001335272,kurly
[미송당] 우리쌀 오란다 (10g X 30개),,간식/디저트,9900,real,,479,21.46,67.28,5.17,21.07,73.0,,,,,"- 메밀, 우유, 대두, 땅콩 함유
- 이 제품은 계란, 땅콩, 토마토, 돼지고기, 게, 호두를 사용한 제품과 같은 시설에서 제조",20,https://product-image.kurly.com/product/image/8b000fb6-482c-4291-b6bb-ebbf01cd79c0.jpg,,https://www.kurly.com/goods/1001942805,kurly
[군산 이성당] 통팥 호두 찹쌀떡 (90g X 10개입),,간식/디저트,17500,real,,308,40.0,63.0,8.0,2.7,185.0,,,,,"- 대두, 밀, 호두 함유
- 본 제품은 계란, 우유, 땅콩, 돼지고기, 복숭아, 아황산류, 쇠고기, 오징어, 잣 조개류를 함유한 제품과 동일한 설비에서 생산된 제품입니다.",20,https://img-cf.kurly.com/shop/data/goods/1649398450639l0.jpg,,https://www.kurly.com/goods/5128370,kurly
[김미떡] 흑임자 가래떡 480g,,간식/디저트,10900,real,,238,0.0,45.0,4.8,4.0,236.0,,,,,"이 제품은 알류, 우유, 메밀, 땅콩, 대두, 밀, 잣, 호두, 게, 새우, 오징어, 고등어, 조개류, 복숭아, 토마토, 닭고기, 돼지고기, 소고기, 아황산류를 사용한 제품과 같은 시설에서 제조하고 있습니다.
대두 ",20,https://product-image.kurly.com/product/image/1bd05273-85af-4ddc-8238-b1adf7126b0a.jpg,,https://www.kurly.com/goods/1001092169,kurly
