name,brand,category,price,price_source(real/danawa/estimated),claim_type,kcal,sugar_g,carb_g,protein_g,fat_g,sodium_mg,serving_size,serving_unit,sweeteners(쉼표구분),sweetener_amounts(이름:g),allergens(쉼표구분),stock,image_url,nutrition_facts_url,verification_source(제품 상세페이지 URL),_src
[코카콜라] 환타 제로 파인애플 350mL*6입,,음료,5870,real,무당류,0,0.0,0.0,0.0,0.0,8.0,,,,,"* 이 제품은 우유, 메밀, 땅콩, 대두, 밀, 복숭아, 토마토를 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ",20,https://product-image.kurly.com/product/image/d695926a-570f-48ed-85dc-dd3bd623f879.jpg,,https://www.kurly.com/goods/1000198854,kurly
[웰치스] 제로 그레이프맛 (355mL X 6개),,음료,6180,real,무당류,0,0.0,2.25,0.0,0.0,0.0,,,,,"* 우유, 밀, 메밀, 대두, 복숭아, 토마토 혼입가능",20,https://product-image.kurly.com/product/image/d13f8652-6288-4827-a936-5a28c7edaae9.jpg,,https://www.kurly.com/goods/1000107718,kurly
[오리온] 마이구미 포도 제로 슈거 번들팩,,간식/디저트,2980,real,무당류,230,0.0,74.08,5.56,0.0,28.0,,,"폴리덱스트로스,아세설팜칼륨,수크랄로스,말티톨",,- 돼지고기 함유,20,https://product-image.kurly.com/product/image/f62b5939-f9e7-416f-922b-384ef2c752be.jpg,,https://www.kurly.com/goods/1001170992,kurly
[코카콜라] 스프라이트 제로 칠 아이스 블라스트 (350mL X 6개),,음료,6580,real,무당류,0,0.0,0.0,0.0,0.0,3.0,,,,,,20,https://product-image.kurly.com/product/image/62494b26-6bc7-4434-aa22-1775459a1279.jpg,,https://www.kurly.com/goods/1001453730,kurly
[롯데칠성] 립톤 아이스티 제로 복숭아 (355mL X 24개),,음료,14000,real,무당류,2,0.0,0.51,0.04,0.02,13.0,,,"스테비올 배당체,아세설팜칼륨,수크랄로스",,"*복숭아, 밀 함유",20,https://product-image.kurly.com/product/image/c7aae423-8a92-4d1d-8430-f87edda7c32f.jpg,,https://www.kurly.com/goods/1001454014,kurly
[서정쿠킹] 느린 식혜 제로 1L,,음료,6600,real,무당류,2,0.0,0.36,0.14,0.05,3.0,,,,,,20,https://product-image.kurly.com/product/image/b48a20ed-1bc8-4eb7-b4ba-39f08d17c4ff.jpg,,https://www.kurly.com/goods/1001847034,kurly
[카프리썬] 제로 오렌지 (200mL X 10개),,음료,6380,real,무당류,2,0.5,0.5,0.0,0.0,0.0,,,,,,20,https://product-image.kurly.com/product/image/f7059d4d-0dda-4355-8bdc-bc6aa04a4940.png,,https://www.kurly.com/goods/1002082657,kurly
[롯데칠성] 칠성사이다 제로 1.5L,,음료,2930,real,무당류,0,0.0,1.69,0.0,0.0,3.0,,,,,"- 우유, 메밀, 땅콩, 대두, 밀, 복숭아, 토마토, 아황산류, 호두, 잣을 사용한 제품과 같은 시설에서 제조",20,https://product-image.kurly.com/product/image/b9a749bf-0fdf-4b23-a17c-11694234a7b4.jpg,,https://www.kurly.com/goods/1000902939,kurly
[클룹] 제로소다 포도 (250mL X 6개),,음료,5300,real,무당류,7,0.0,1.63,0.02,0.03,5.0,,,,,,20,https://product-image.kurly.com/product/image/4c1a379e-6198-4699-8a85-6fa261da9aef.jpg,,https://www.kurly.com/goods/1001508817,kurly
[매일] 아몬드 브리즈 초콜릿 제로슈거 (190mL X 24개),,음료,19350,real,무첨가당,21,0.0,1.26,0.79,1.74,53.0,,,"스테비올 배당체,알룰로스",,"- 본 제품은 우유, 대두, 땅콩, 밀, 계란, 토마토, 복숭아, 호두, 닭고기를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",20,https://product-image.kurly.com/product/image/b44364c1-a3f1-4575-9bb6-38df57460287.jpg,,https://www.kurly.com/goods/5125879,kurly
[롯데칠성] 립톤 복숭아 스파클링 제로슈가 355mL*6개,,음료,4100,real,무당류,0,0.0,0.0,0.0,0.0,13.0,,,,,,20,https://product-image.kurly.com/product/image/e9312fde-aa65-48bd-ad7d-e8414de0994a.png,,https://www.kurly.com/goods/1002158354,kurly
[마이노멀] 저당 제로젤리 3종 (택1),,간식/디저트,13750,real,무당류,118,0.0,78.95,7.89,0.0,0.0,,,"효소처리스테비아,말토덱스트린,나한과추출분말,스테비아",,,20,https://product-image.kurly.com/product/image/e7ea7df9-0707-486f-8839-cad1473cb981.jpg,,https://www.kurly.com/goods/1001099482,kurly
[펩시] 제로 콜라 라임향 무라벨 (300mL X 20입),,음료,19130,real,무당류,0,0.0,0.0,0.0,0.0,10.0,,,,,"- 우유, 메밀, 땅콩, 대두, 밀, 복숭아, 토마토, 아황산류, 호두, 잣을 사용한 제품과 같은 시설에서 제조",20,https://product-image.kurly.com/product/image/c4859612-74b9-4228-ae51-c436699651cb.jpg,,https://www.kurly.com/goods/5120994,kurly
[롯데] 제로 크런치 초코볼 140g,,간식/디저트,6300,real,무당류,500,0.0,57.14,7.14,34.29,36.0,,,,,"- 밀, 우유, 대두 함유
- 땅콩, 돼지고기 혼입 가능
",20,https://product-image.kurly.com/product/image/25c98355-6e75-4ed0-91c5-0d9549bd2008.jpg,,https://www.kurly.com/goods/1000341535,kurly
[클룹] 제로소다 청사과 (250mL X 6개),,음료,5300,real,무당류,7,0.0,1.64,0.01,0.03,8.0,,,,,,20,https://product-image.kurly.com/product/image/eec16ca1-b191-4471-a2b7-ca097669dde8.jpg,,https://www.kurly.com/goods/1001508815,kurly
[롯데칠성] 히야 제로 복숭아 200mL*24개입,,음료,10350,real,무당류,2,0.1,1.53,0.02,0.0,22.0,,,,,,20,https://product-image.kurly.com/product/image/35b26b3a-a80f-43cd-a0fc-3c2c25f69c31.jpg,,https://www.kurly.com/goods/1002325290,kurly
[Project H] 제로슈가 프로틴 도넛 더블초코 (45g X 3개입),,간식/디저트,8900,real,무당류,411,0.31,35.56,15.56,26.67,511.0,,,,,"- 알류(달걀), 우유, 밀, 대두, 땅콩 함유
- 이 제품은 돼지고기, 복숭아, 오징어, 아황산류, 토마토, 호두를 사용한 제품과 같은 제조시설에서 생산하였습니다. ",20,https://product-image.kurly.com/product/image/8ccfdf90-b1ed-4061-8564-8c6ccfb381cc.jpg,,https://www.kurly.com/goods/1000561941,kurly
[초코헬스] 제로넛츠 저당 아몬드 초콜릿 2종 (택1),,간식/디저트,8500,real,무당류,535,0.0,45.16,12.78,38.91,38.0,,,,,- 대두 함유,20,https://product-image.kurly.com/product/image/3e67b1ee-853e-4763-8672-3975fe2e8873.jpg,,https://www.kurly.com/goods/1001173961,kurly
[일화] 천연사이다 1.5L 2종,,음료,1980,real,,0,0.0,0.4,0.0,0.0,2.0,,,"아세설팜칼륨,수크랄로스,알룰로스",,,20,https://product-image.kurly.com/product/image/1fd0aaf3-475f-4218-a9c4-869fd2e3d3db.jpg,,https://www.kurly.com/goods/1002001902,kurly
게토레이 제로 1.5L,,음료,3200,real,무당류,0,0.0,0.0,0.0,0.0,49.0,,,,,"- 우유, 메밀, 땅콩, 대두, 밀, 복숭아, 토마토, 아황산류, 호두, 잣을 사용한 제품과 같은 제조시설에서 제조",20,https://product-image.kurly.com/product/image/4b8fe2d1-8ed0-47e2-b497-e9c0b45fec7b.jpg,,https://www.kurly.com/goods/1000903010,kurly
코카콜라 제로 1.5L,,음료,2980,real,무당류,0,0.0,0.0,0.0,0.0,6.0,,,,,,20,https://img-cf.kurly.com/shop/data/goods/1605085804516l0.jpg,,https://www.kurly.com/goods/5061931,kurly
[빙그레] 더위사냥 저당 디카페인 커피 (140mL X 6개),,음료,6000,real,저당류,19,0.0,2.0,1.5,0.4,0.0,,,,,- 우유 함유,20,https://product-image.kurly.com/product/image/5b777f81-f15c-4036-b9ef-0bdca4386886.jpg,,https://www.kurly.com/goods/1002115051,kurly
[코카콜라] 환타 제로 포도 350mL*6입,,음료,5870,real,무당류,0,0.0,0.0,0.0,0.0,7.0,,,,,"* 이 제품은 우유, 메밀, 땅콩, 대두, 밀, 복숭아, 토마토를 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ",20,https://product-image.kurly.com/product/image/968ffbb6-fb19-4f15-a7bb-eb8b4b571a76.jpg,,https://www.kurly.com/goods/1000153859,kurly
나랑드 사이다 (245mL X 6개),,음료,4480,real,,0,0.0,0.02,0.0,0.0,24.0,,,,,"- 이 제품은 우유, 대두, 복숭아, 토마토를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",20,https://img-cf.kurly.com/shop/data/goods/1652945921149l0.jpg,,https://www.kurly.com/goods/5134170,kurly
[일화] 부르르 제로사이다 (250mL X 6개),,음료,2750,real,무당류,0,0.0,0.0,0.0,0.0,3.0,,,,,"- 우유, 대두, 복숭아, 밀, 아황산류를 사용한 제품과 같은 제조시설에서 제조",20,https://product-image.kurly.com/product/image/a3eba39f-6e88-4d3a-b023-782442be66d5.jpg,,https://www.kurly.com/goods/1000535279,kurly
[롯데칠성] 2%부족할때 제로(ZERO) 복숭아 (350mL X 20개),,음료,17080,real,무당류,3,0.46,2.69,0.03,0.0,18.0,,,,,* 복숭아 함유,20,https://product-image.kurly.com/product/image/3417ccc1-437e-4b49-a55d-b58676bccaed.jpg,,https://www.kurly.com/goods/1001454010,kurly
코카콜라 제로 라벨프리 (370mL X 6개),,음료,8500,real,무당류,0,0.0,0.0,0.0,0.0,6.0,,,,,"* 이 제품은 우유, 메밀, 땅콩, 대두, 밀, 복숭아, 토마토를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",20,https://product-image.kurly.com/product/image/6ff4ef61-dd6c-48d7-8408-23b85773cff2.jpg,,https://www.kurly.com/goods/1000153943,kurly
[롯데칠성] 핫식스 더킹 제로 (355mL X 24개),,음료,20200,real,무당류,3,0.0,2.39,0.0,0.0,34.0,,,,,,20,https://product-image.kurly.com/product/image/299783f9-ec27-4091-bc20-838974fac2a1.jpg,,https://www.kurly.com/goods/1002028684,kurly
[코카콜라] 토레타 제로 무라벨 (340mL X 20개),,음료,16040,real,무당류,1,0.0,0.2,0.0,0.0,54.0,,,,,,20,https://product-image.kurly.com/product/image/e54ab902-0b50-4723-848c-c08a84bae8b7.png,,https://www.kurly.com/goods/1002081986,kurly
[부샤드] 벨지안 초콜릿 6종,,간식/디저트,7980,real,,556,50.0,51.0,7.0,36.0,82.0,,,,,"- 밀크: 우유 함유
- 카라멜 씨솔트: 우유 함유
- 다크80%로우슈가: 우유 함유 ",20,https://product-image.kurly.com/product/image/0a658e41-7933-4984-996d-8e05acd42ccc.jpg,,https://www.kurly.com/goods/1000086608,kurly
[롯데칠성] 히야 제로 사과 200mL*24개입,,음료,10350,real,무당류,2,0.13,1.35,0.02,0.01,22.0,,,,,,20,https://product-image.kurly.com/product/image/a2dcea20-7d85-4c25-8898-fd97c928ea55.jpg,,https://www.kurly.com/goods/1002325292,kurly
[롯데칠성] 칠성사이다 제로유자 500mL*6개,,음료,7900,real,무당류,0,0.0,2.0,0.0,0.0,4.0,,,,,,20,https://product-image.kurly.com/product/image/89d42133-b192-455e-8c0a-ae89c55a4c4d.png,,https://www.kurly.com/goods/1002158356,kurly
[라라스윗] 스틱바 아이스크림 (70mL X 6개) (택1),,간식/디저트,6320,real,,0,0.0,12.86,0.0,0.0,29.0,,,"효소처리스테비아,아세설팜칼륨,수크랄로스,에리스리톨,스테비아",,,20,https://product-image.kurly.com/product/image/9e5ea38b-4f39-44b7-9672-b93acd5316d4.jpg,,https://www.kurly.com/goods/1001319821,kurly
[라라스윗] 저당 생요거트바 3종 (70mL X 6개),,간식/디저트,6900,real,저당류,114,4.29,24.29,1.43,5.0,43.0,,,,,- 우유 함유,20,https://product-image.kurly.com/product/image/166aa960-f1ea-41dc-b04e-2a86c5178f8c.jpg,,https://www.kurly.com/goods/1002152721,kurly
[페를레디솔레] 레몬 스파클링 500mL*6개입,,음료,5980,real,,4,0.12,4.0,0.0,0.0,0.0,,,,,,20,https://product-image.kurly.com/product/image/652733cd-d127-4279-be71-59050b94020d.jpg,,https://www.kurly.com/goods/1002373359,kurly
[일화] 맥콜 1.5L 2종,,음료,1980,real,,50,12.0,12.0,0.0,0.0,10.0,,,,,,20,https://product-image.kurly.com/product/image/f12dac6b-58a4-4283-b86a-8bccaf9556c5.jpg,,https://www.kurly.com/goods/1002001905,kurly
[썬키스트] 애사비 제로 스파클링 레몬 (500mL X 6개),,음료,6280,real,무당류,2,0.0,3.8,0.0,0.0,13.0,,,,,,20,https://product-image.kurly.com/product/image/070aa229-d57a-45a4-b09f-23ed40028257.jpg,,https://www.kurly.com/goods/1001959413,kurly
[페를레디솔레] 블루베리 스파클링 500mL*6개입,,음료,5980,real,,1,0.0,1.05,0.07,0.01,8.0,,,,,,20,https://product-image.kurly.com/product/image/36d39e79-9b32-4fc9-bb57-a5ac96a98019.jpg,,https://www.kurly.com/goods/1002373361,kurly
[잇츠베러] 제로슈가 쿠키 4종 (택1),,간식/디저트,2800,real,무당류,442,0.5,67.25,14.25,15.25,448.0,,,"효소처리스테비아,말토덱스트린,수크랄로스,D-말티톨,스테비아,말티톨",,"- 밀, 대두 함유
* 땅콩, 메밀, 복숭아, 잣, 호두, 토마토, 아황산류 혼입 가능",20,https://product-image.kurly.com/product/image/c49e0f5b-ec07-4b92-885d-3024b7fdcb45.jpg,,https://www.kurly.com/goods/1000608510,kurly
[클룹] 애사비 제로소다 레몬비니거 (500mL X 6개),,음료,9900,real,무당류,1,0.0,1.2,0.0,0.0,11.0,,,"아세설팜칼륨,수크랄로스,알룰로스",,,20,https://product-image.kurly.com/product/image/df85e975-2c7d-4616-883e-e5d8553f753c.jpg,,https://www.kurly.com/goods/1001508811,kurly
[제로브레드] 저당 식빵 3종,,간식/디저트,6500,real,무당류,261,2.09,45.61,9.07,4.74,453.0,,,,,"- 밀, 우유 함유
- 이 제품은 알류(달걀), 대두, 쇠고기, 돼지고기, 복숭아, 호두, 오징어, 아황산류, 토마토, 땅콩을 사용한 제품과 같은 제조시설에서 생산하고 있습니다.",20,https://product-image.kurly.com/product/image/6927350e-3666-43ab-b2ee-820853225b97.jpg,,https://www.kurly.com/goods/1001773650,kurly
[제로브레드] 저당 호밀 식빵 2cm 500g,,간식/디저트,6900,real,무당류,263,2.18,46.39,8.84,4.66,402.0,,,,,"- 밀, 우유 함유
- 이 제품은 알류(달걀), 대두, 쇠고기, 돼지고기, 복숭아, 호두, 오징어, 아황산류, 토마토, 땅콩을 사용한 제품과 같은 제조시설에서 생산하고 있습니다.",20,https://product-image.kurly.com/product/image/b2d67a64-b6cb-4861-b9be-bebcfd96beb1.jpg,,https://www.kurly.com/goods/1001482775,kurly
[제로브레드] 저당 속편한 우유 식빵 2cm 480g,,간식/디저트,6900,real,무당류,249,1.67,45.82,9.34,3.15,403.0,,,,,"- 밀, 우유 함유
- 이 제품은 알류(달걀), 대두, 쇠고기, 돼지고기, 복숭아, 호두, 오징어, 아황산류, 토마토, 땅콩을 사용한 제품과 같은 제조시설에서 생산하고 있습니다.",20,https://product-image.kurly.com/product/image/081c6e84-45d7-4ac8-b901-4504dbb7037c.jpg,,https://www.kurly.com/goods/1001482773,kurly
[맥심] 모카골드 제로슈가 커피믹스 2종 (택1),,음료,5780,real,무당류,153,0.0,66.0,15.0,0.0,217.0,,,,,"당알코올 함유 제품으로 과량 섭취 시 설사를 일으킬 수 있습니다. 
우유함유",20,https://product-image.kurly.com/product/image/e148fe64-f53f-4dd5-bad6-6b85309e82d5.jpg,,https://www.kurly.com/goods/1001105458,kurly
[제로브레드] 저당 플레인 식빵 1.5cm 500g,,간식/디저트,6500,real,무당류,261,2.09,45.61,9.07,4.74,453.0,,,,,"- 밀, 우유 함유
- 이 제품은 알류(달걀), 대두, 쇠고기, 돼지고기, 복숭아, 호두, 오징어, 아황산류, 토마토, 땅콩을 사용한 제품과 같은 제조시설에서 생산하고 있습니다.",20,https://product-image.kurly.com/product/image/4d68bc3b-de56-4386-9f46-7a1cbce27ab0.jpg,,https://www.kurly.com/goods/1001482771,kurly
[담터] 대용량 제로 슈가 아이스티 자몽 허니 블랙티 (13g X 30개),,음료,12250,real,무당류,0,0.1,1.5,0.0,0.0,20.0,,,,,,20,https://product-image.kurly.com/product/image/049a07ff-44f2-42ee-ab72-6c12973d6f98.png,,https://www.kurly.com/goods/1002104403,kurly
[제로베이커리] 키토 파운드 케이크 2종(2개입) (택1),,간식/디저트,9000,real,무당류,297,8.33,23.33,6.67,22.67,333.0,,,,,"- 우유, 달걀 함유
- 이 제품은 땅콩, 토마토, 이산화황, 오징어, 잣, 호두를 사용하는 제품과 같은 시설에서 제조되었습니다.",20,https://product-image.kurly.com/product/image/a043f2f3-f20b-4464-b2f9-3fe21dd73e91.jpg,,https://www.kurly.com/goods/1001151854,kurly
[Project H] 제로 레몬 파운드 케이크 285g,,간식/디저트,15900,real,무당류,369,0.0,53.58,5.48,22.62,242.0,,,,,"* 알류(달걀), 우유, 대두, 밀 함유
본 제품은 돼지곡, 땅콩, 복숭아, 호두, 아황산류를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",20,https://product-image.kurly.com/product/image/89070f27-3d34-4a4c-a251-ded6a2e8e5b0.jpg,,https://www.kurly.com/goods/1000830374,kurly
[Project H] 제로 롤케이크 2종 215g (택1),,간식/디저트,15900,real,무당류,219,0.9,16.1,9.4,13.0,105.0,,,,,"알류(달걀), 대두, 밀 함유
*본 제품은 돼지고기, 땅콩, 복숭아, 아황산류, 호두를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",20,https://product-image.kurly.com/product/image/dd0051dd-b9fe-46ea-b7bf-d2054e73d989.jpg,,https://www.kurly.com/goods/1000830377,kurly
[제로브레드] 저당 프로틴 통밀 베이글 (110g X 3개입),,간식/디저트,7840,real,무당류,252,3.5,37.18,13.85,5.28,398.0,,,,,"- 밀, 우유, 대두 함유
- 이 제품은 알류(달걀), 쇠고기, 돼지고기, 복숭아, 호두, 오징어, 아황산류, 토마토, 땅콩을 사용한 제품과 같은 제조시설에서 생산하고 있습니다.",20,https://product-image.kurly.com/product/image/dd67a1cd-bf7e-457f-9cce-25a1731e8ec5.jpg,,https://www.kurly.com/goods/1002033896,kurly
[코카콜라] 몬스터 에너지 2종 (355mL X 6개),,음료,11970,real,,47,11.55,12.39,0.0,0.0,67.0,,,,,"* 이 제품은 우유, 대두, 복숭아, 토마토, 메밀, 땅콩, 밀, 아황산류를 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ",20,https://product-image.kurly.com/product/image/b9a53135-aac6-4e89-be33-b6fc6c774611.jpg,,https://www.kurly.com/goods/1000198456,kurly
[제로브레드] 저당 폭신한 우유 베이글 (110g X 3개입),,간식/디저트,8820,real,무당류,279,3.55,45.91,10.36,5.96,356.0,,,,,,20,https://product-image.kurly.com/product/image/51226562-70a8-49ad-90aa-6a016e53c686.jpg,,https://www.kurly.com/goods/1002033892,kurly
[제로브레드] 저당 바질 어니언 베이글 (110g X 3개입),,간식/디저트,9450,real,무당류,282,1.02,49.82,10.11,4.72,415.0,,,,,"- 밀, 우유, 대두 함유
- 이 제품은 알류(달걀), 쇠고기, 돼지고기, 복숭아, 호두, 오징어, 아황산류, 토마토, 땅콩을 사용한 제품과 같은 제조시설에서 생산하고 있습니다.",20,https://product-image.kurly.com/product/image/e4179e82-1948-4017-9112-10e1e11e1f8d.jpg,,https://www.kurly.com/goods/1002033898,kurly
나랑드 사이다 (500mL X 24개) 3종 (택1),,음료,16950,real,,0,0.0,0.0,0.0,0.0,18.0,,,,,"*알류, 우유, 메밀, 땅콩, 대두, 밀, 복숭아, 토마토, 아황산류, 호두, 잣 혼입가능.",20,https://product-image.kurly.com/product/image/9f96ea4e-95dc-4230-90f2-6557d4972049.jpg,,https://www.kurly.com/goods/1000378835,kurly
[Perle di sole] 포지타노 오렌지&레몬 캔디 (슈가프리),,간식/디저트,9500,real,무첨가당,391,66.8,97.6,0.0,0.1,305.0,,,,,,20,https://img-cf.kurly.com/shop/data/goods/1545268307228l0.jpg,,https://www.kurly.com/goods/5032153,kurly
[골라담기][코카콜라] 몬스터 에너지 355mL 3종,,음료,1730,real,,42,9.86,10.14,0.28,0.03,19.0,,,,,*복숭아 함유(망고로코),20,https://product-image.kurly.com/product/image/a5b8e279-3e1f-4486-8f53-0e85d0fdd0c8.jpg,,https://www.kurly.com/goods/1001453746,kurly
[슈가로로] 스파클링 복숭아 (350mL X 24개),,음료,19900,real,,0,0.0,0.46,0.0,0.0,7.0,,,"스테비올 배당체,아세설팜칼륨,수크랄로스,에리스리톨",,*복숭아 함유,20,https://product-image.kurly.com/product/image/379ea89c-7a29-46bc-9059-3031174c3db5.jpg,,https://www.kurly.com/goods/1001535198,kurly
